r100172, r809687 
r934209, r144045
r934212, r417960
r934376, r747705
r934469, r726213
r934476, r442461
r934605, r515290
r934789, r763169
r934934, r172034
r934945, r441602
r935096, r556649
r935227, r293589
r935357, r853710
r935413, r536521
r935427, r304630
r935459, r667936
r935468, r905733
r935544, r887928
r935755, r497080
r935782, r807077
r935888, r432336
r935925, r757860
r936016, r269401
r936032, r336283
r936084, r556546
r936300, r821525
r936460, r285120
r936557, r843629
r936571, r384256
r936785, r538086
r936865, r509932
r936898, r621176
r936903, r518647
r937009, r699153
r937238, r441469
r937296, r658809
r937298, r983515
r937303, r193185
r937364, r935031
r937533, r519185
r937739, r874807
r937841, r434451
r937877, r816214
r937917, r930960
r938064, r910468
r938112, r460757
r938384, r300239
r938643, r663372
r938754, r179256
r938764, r307357
r938929, r429209
r939025, r261589
r939044, r248404
r939070, r353632
r939259, r111400
r939293, r265949
r939299, r917225
r939336, r255116
r939557, r240928
r939627, r468823
r939628, r104215
r939699, r799192
r939747, r887531
r939808, r214853
r939902, r942818
r940087, r558699
r940126, r979387
r940195, r618900
r940220, r469695
r940405, r398329
r940539, r318124
r940655, r739540
r940861, r736076
r940953, r760474
r940992, r468458
r941142, r662689
r941285, r338903
r941348, r625748
r941356, r826749
r941447, r821451
r941458, r829858
r941501, r641786
r941576, r733235
r941700, r966469
r941844, r977105
r941933, r617393
r941975, r676747
r941979, r882182
r942205, r149100
r942210, r906687
r942274, r482651
r942730, r571555
r942830, r315536
r942846, r780292
r942931, r449008
r943074, r600221
r943178, r107992
r943256, r484690
r943290, r399390
r943539, r994182
r943687, r204478
r943766, r944364
r944395, r885985
r944473, r416452
r944492, r306688
r944543, r554130
r945061, r114757
r945227, r630930
r945247, r708133
r945334, r210856
r945352, r993920
r945495, r554166
r945833, r364689
r945834, r573564
r945851, r396777
r945963, r413357
r946069, r119504
r946069, r402651
r946150, r186276
r946223, r801052
r946437, r825416
r946456, r857480
r946543, r820485
r946593, r580494
r946725, r335377
r946825, r106962
r946827, r891644
r946883, r516808
r947121, r154998
r947194, r518000
r947209, r758713
r947295, r811512
r947470, r884612
r947520, r854817
r947581, r950340
r947603, r404574
r947617, r138894
r947698, r424253
r947716, r864320
r947755, r435808
r948112, r931925
r948401, r628581
r948425, r106281
r948430, r274006
r948591, r774833
r948722, r883077
r948834, r969560
r948862, r539596
r949166, r823357
r949223, r777560
r949240, r125730
r949245, r710642
r949321, r243763
r949457, r547901
r949462, r659638
r949466, r740361
r949501, r131516
r949501, r939454
r949507, r863541
r949519, r598799
r949523, r911331
r949537, r189084
r949647, r424979
r949864, r837596
r949898, r990313
r949913, r471062
r949993, r308092
r950094, r620954
r950210, r909721
r950233, r838934
r950311, r994731
r950345, r921480
r950476, r963710
r950511, r779901
r950749, r704135
r950760, r517102
r950773, r245029
r950774, r602217
r950798, r156624
r950858, r268207
r951110, r270542
r951219, r730426
r951239, r925058
r951253, r512539
r951480, r922660
r951588, r841847
r951689, r705665
r951847, r573873
r952008, r523082
r952330, r922713
r952445, r657591
r952989, r589946
r953079, r316631
r953118, r273237
r953170, r858350
r953254, r639582
r953391, r626609
r953614, r628778
r953631, r268365
r953697, r698406
r953926, r259333
r953968, r126972
r954032, r246916
r954044, r125506
r954103, r311423
r954177, r579971
r954227, r882249
r954395, r725290
r954588, r316390
r954693, r543601
r954824, r481674
r954857, r387252
r954914, r961344
r954944, r922741
r954961, r803095
r954975, r479487
r955016, r735545
r955086, r161137
r955093, r246672
r955157, r264777
r955460, r570738
r955468, r500560
r955506, r238987
r955553, r843850
r955596, r976617
r955809, r599404
r955842, r841327
r955875, r412207
r955881, r363923
r956099, r184745
r956100, r117063
r956326, r155241
r956405, r120722
r956432, r283812
r956599, r781646
r956630, r204269
r956706, r348704
r956805, r815641
r956884, r454264
r956894, r241488
r957048, r848516
r957057, r744012
r957184, r441517
r957505, r467272
r957662, r956396
r957664, r947296
r957709, r646591
r957722, r374662
r957773, r284167
r958072, r739835
r958081, r156358
r958287, r453050
r958344, r663401
r958353, r730925
r958547, r691494
r958712, r650653
r958765, r389014
r958884, r862759
r958916, r886067
r959119, r424004
r959190, r608825
r959291, r639758
r959345, r789914
r959594, r511420
r959822, r130863
r959845, r725774
r959907, r166200
r959947, r311538
r960014, r970471
r960024, r968686
r960043, r730542
r960063, r566574
r960166, r676812
r960260, r846538
r960360, r360948
r960498, r974296
r960545, r273715
r960630, r489533
r960643, r405359
r960667, r611577
r960813, r801625
r960841, r349946
r960909, r971635
r961080, r593250
r961102, r786986
r961145, r481605
r961164, r581876
r961166, r619326
r961195, r501553
r961281, r113289
r961310, r495803
r961464, r849260
r961522, r549372
r961560, r406622
r961563, r615739
r961572, r337994
r961682, r947001
r961743, r289453
r961808, r858729
r961895, r218499
r961906, r521152
r961985, r751658
r962080, r744392
r962141, r909659
r962151, r324752
r962188, r247572
r962264, r976897
r962287, r383167
r962412, r972046
r962631, r765348
r962654, r985438
r962670, r762458
r962767, r445340
r962806, r503869
r962857, r221146
r962859, r770945
r962881, r244428
r962882, r765205
r962901, r472682
r962929, r426520
r963006, r778031
r963242, r213149
r963374, r527445
r963416, r138159
r963462, r887966
r963482, r444641
r963551, r269999
r963686, r115807
r963729, r927614
r963738, r574322
r964011, r828838
r964100, r905417
r964367, r675049
r964554, r111344
r964775, r489972
r964962, r830066
r965061, r532152
r965190, r520940
r965210, r359965
r965227, r635391
r965239, r792615
r965390, r480521
r965500, r352752
r965508, r988667
r965620, r703708
r965658, r478549
r965746, r288078
r965794, r845789
r966084, r759681
r966097, r145163
r966163, r823404
r966392, r444863
r966495, r547094
r966740, r660707
r966843, r653828
r967397, r142270
r967418, r320325
r967450, r289461
r967454, r899307
r967465, r702189
r967500, r632009
r967511, r397218
r967609, r750598
r967631, r997147
r967650, r545003
r967724, r718578
r967737, r702329
r967832, r960144
r968078, r843186
r968127, r859091
r968376, r655092
r968458, r303782
r968461, r388918
r968733, r780356
r968771, r576525
r969017, r693676
r969089, r308352
r969250, r459682
r969374, r301097
r969387, r945978
r969629, r394196
r969673, r961185
r969678, r970610
r969982, r404921
r970018, r884252
r970030, r782931
r970169, r873715
r970578, r929365
r970595, r148349
r970703, r132294
r970957, r432981
r971000, r593486
r971070, r826720
r971211, r678036
r971224, r269991
r971225, r246157
r971299, r442279
r971470, r144036
r971501, r684909
r971518, r179237
r971656, r515838
r971880, r109975
r971922, r326403
r971928, r314044
r972004, r999096
r972025, r504239
r972028, r268158
r972105, r816979
r972139, r686641
r972322, r736419
r972364, r937107
r972751, r594944
r972949, r598090
r973051, r944196
r973122, r247688
r973204, r379930
r973354, r419427
r973364, r764404
r973413, r523536
r973597, r811691
r973711, r141908
r973810, r166798
r974123, r874248
r974668, r500303
r974726, r699173
r974730, r517912
r974980, r146358
r975335, r276152
r975337, r937456
r975430, r112719
r975481, r424285
r975488, r479261
r975700, r901235
r975762, r137753
r975880, r356546
r975891, r960142
r975915, r113065
r975958, r210639
r976375, r310605
r976501, r281186
r976629, r384110
r976711, r181956
r976732, r257569
r976891, r121710
r977077, r754368
r977168, r267215
r977356, r296584
r977383, r219685
r977636, r992194
r977666, r351861
r977788, r465761
r977896, r619097
r978048, r207949
r978059, r528103
r978220, r785738
r978356, r398060
r978430, r727400
r978500, r662315
r978542, r361419
r978610, r344870
r978619, r257236
r978990, r429992
r978993, r789988
r979077, r690164
r979128, r634482
r979250, r142165
r979354, r780409
r979426, r541659
r979508, r767901
r979581, r402680
r979611, r280299
r979698, r762162
r979732, r211932
r979795, r152839
r979901, r287584
r980121, r216276
r980226, r674821
r980246, r498281
r980637, r357716
r980800, r192935
r980805, r289657
r980878, r939169
r981066, r717304
r981085, r989974
r981090, r364714
r981133, r981765
r981267, r845754
r981779, r329704
r981790, r644170
r981864, r374009
r981917, r164390
r981931, r609673
r982077, r803525
r982157, r284677
r982378, r828738
r982439, r683367
r982589, r944774
r982592, r855543
r982815, r859404
r982984, r494492
r983017, r107422
r983038, r114986
r983075, r390415
r983148, r378870
r983162, r791790
r983176, r540134
r983240, r636113
r983240, r904928
r983336, r983251
r983348, r876612
r983448, r543347
r983528, r830922
r983586, r124580
r983588, r398246
r983825, r837829
r984015, r644026
r984026, r542730
r984216, r689925
r984388, r961120
r984775, r205968
r984980, r892488
r985090, r639491
r985101, r272816
r985183, r903047
r985205, r621362
r985431, r367035
r985501, r478488
r985661, r618416
r985859, r369928
r985917, r578196
r985936, r100756
r986025, r717532
r986060, r114818
r986210, r441105
r986367, r575775
r986451, r120132
r986543, r963009
r986682, r121910
r986810, r341823
r986925, r321715
r986994, r654554
r987145, r434313
r987332, r465373
r987456, r966233
r987466, r914981
r987509, r318530
r987635, r206866
r987677, r340574
r987696, r273617
r987839, r741663
r987856, r921006
r988043, r922756
r988312, r183281
r988332, r711773
r988817, r958586
r988840, r677417
r988842, r282712
r988906, r985333
r988936, r490855
r988945, r708650
r989019, r179814
r989030, r567853
r989236, r853799
r989411, r353401
r989610, r891509
r989630, r237713
r989782, r673865
r989985, r792394
r990062, r253665
r990353, r766829
r990471, r718011
r990495, r218658
r990679, r946682
r990857, r806468
r990874, r591760
r990878, r855353
r990980, r135620
r991130, r735621
r991157, r471351
r991230, r950787
r991248, r274160
r991258, r545402
r991552, r607807
r991678, r989281
r991855, r252212
r991877, r396488
r992034, r646720
r992148, r342765
r992230, r957176
r992280, r256521
r992368, r259530
r992446, r617386
r992472, r429053
r992518, r629125
r992526, r537894
r992576, r144000
r992672, r626011
r992735, r186735
r992786, r332414
r992845, r400218
r992958, r159031
r993017, r221652
r993026, r232616
r993032, r364521
r993130, r101256
r993188, r175246
r993336, r879775
r993338, r890716
r993413, r374079
r993435, r901328
r993472, r382714
r993539, r136316
r993559, r278319
r993581, r481757
r993801, r341505
r994056, r461651
r994065, r615652
r994070, r754349
r994082, r212904
r994082, r626968
r994238, r624435
r994411, r721397
